zip,primary_city,state,county,timezone,latitude,longitude
77573,League City,TX,Galveston County,America/Chicago,29.48,-95.1
94587,Union City,CA,Alameda County,America/Los_Angeles,37.59,-122.06
34984,Port Saint Lucie,FL,St Lucie County,America/New_York,27.27,-80.35
51054,Sergeant Bluff,IA,Woodbury County,America/Chicago,42.4,-96.35
32218,Jacksonville,FL,Duval County,America/New_York,30.33,-81.65
32177,Palatka,FL,Putnam County,America/New_York,29.64,-81.65
91786,Upland,CA,San Bernardino County,America/Los_Angeles,34.1,-117.66
85635,Sierra Vista,AZ,Cochise County,America/Phoenix,31.59,-110.17
48146,Lincoln Park,MI,Wayne County,America/Detroit,42.24,-83.18
60625,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
22309,Alexandria,VA,Fairfax County,America/New_York,38.82,-77.08
21108,Millersville,MD,Anne Arundel County,America/New_York,39.05,-76.64
78504,Mcallen,TX,Hidalgo County,America/Chicago,26.21,-98.23
32246,Jacksonville,FL,Duval County,America/New_York,30.33,-81.65
50302,Des Moines,IA,Polk County,America/Chicago,41.57,-93.61
46307,Crown Point,IN,Lake County,America/Indiana/Indianapolis,41.42,-87.35
20136,Bristow,VA,Prince William County,America/New_York,38.73,-77.55
70002,Metairie,LA,Jefferson Parish,America/Chicago,29.99,-90.17
95336,Manteca,CA,San Joaquin County,America/Los_Angeles,37.83,-121.18
30005,Alpharetta,GA,Fulton County,America/New_York,34.06,-84.27
33154,Miami Beach,FL,Miami-Dade County,America/New_York,25.77,-80.2
98052,Redmond,WA,King County,America/Los_Angeles,47.68,-122.12
92656,Aliso Viejo,CA,Orange County,America/Los_Angeles,33.57,-117.72
30040,Cumming,GA,Forsyth County,America/New_York,34.2,-84.13
22193,Woodbridge,VA,Prince William County,America/New_York,38.63,-77.26
76106,Fort Worth,TX,Tarrant County,America/Chicago,32.75,-97.33
85203,Mesa,AZ,Maricopa County,America/Phoenix,33.44,-111.8
85206,Mesa,AZ,Maricopa County,America/Phoenix,33.39,-111.71
85023,Phoenix,AZ,Maricopa County,America/Phoenix,33.63,-112.09
21236,Nottingham,MD,Baltimore County,America/New_York,39.38,-76.48
93725,Fresno,CA,Fresno County,America/Los_Angeles,36.6,-119.75
75491,Whitewright,TX,Grayson County,,33.51,-96.39
85283,Tempe,AZ,Maricopa County,America/Phoenix,33.36,-111.93
33414,Wellington,FL,Palm Beach County,America/New_York,26.74,-80.12
92780,Tustin,CA,Orange County,America/Los_Angeles,33.74,-117.82
11777,Port Jefferson,NY,Suffolk County,America/New_York,40.94,-73.05
46545,Mishawaka,IN,St Joseph County,America/Indiana/Indianapolis,41.66,-86.16
21813,Bishopville,MD,Worcester County,America/New_York,38.44,-75.19
76051,Grapevine,TX,Tarrant County,America/Chicago,32.93,-97.07
53227,Milwaukee,WI,Milwaukee County,America/Chicago,43.06,-87.96
46256,Indianapolis,IN,Marion County,America/Indiana/Indianapolis,39.77,-86.14
77054,Houston,TX,Harris County,America/Chicago,29.76,-95.38
55121,Saint Paul,MN,Dakota County,America/Chicago,44.94,-93.1
92562,Murrieta,CA,Riverside County,America/Los_Angeles,33.54,-117.33
19711,Newark,DE,New Castle County,America/New_York,39.67,-75.75
95682,Shingle Springs,CA,El Dorado County,America/Los_Angeles,38.61,-120.97
45697,Winchester,OH,Adams County,America/New_York,38.94,-83.65
92887,Yorba Linda,CA,Orange County,America/Los_Angeles,33.88,-117.72
76063,Mansfield,TX,Tarrant County,America/Chicago,32.56,-97.11
76273,Whitesboro,TX,Grayson County,,33.65,-96.9
63703,Cape Girardeau,MO,Cape Girardeau County,America/Chicago,37.3,-89.55
77074,Houston,TX,Harris County,America/Chicago,29.76,-95.38
44233,Hinckley,OH,Medina County,America/New_York,41.23,-81.73
76031,Cleburne,TX,Johnson County,America/Chicago,32.34,-97.4
91316,Encino,CA,Los Angeles County,America/Los_Angeles,34.15,-118.52
90027,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.12,-118.28
98390,Sumner,WA,Pierce County,America/Los_Angeles,47.17,-122.18
32137,Palm Coast,FL,Flagler County,America/New_York,29.57,-81.21
43528,Holland,OH,Lucas County,America/New_York,41.62,-83.7
72015,Benton,AR,Saline County,America/Chicago,34.56,-92.57
30345,Atlanta,GA,Dekalb County,America/New_York,33.85,-84.28
83703,Boise,ID,Ada County,America/Boise,43.71,-116.25
97217,Portland,OR,Multnomah County,America/Los_Angeles,45.58,-122.7
25801,Beckley,WV,Raleigh County,America/New_York,37.78,-81.18
60035,Highland Park,IL,Lake County,America/Chicago,42.18,-87.8
92037,La Jolla,CA,San Diego County,America/Los_Angeles,32.86,-117.24
60404,Shorewood,IL,Will County,America/Chicago,41.51,-88.21
22209,Arlington,VA,Arlington County,America/New_York,38.87,-77.1
61957,Windsor,IL,Shelby County,America/Chicago,39.43,-88.59
70001,Metairie,LA,Jefferson Parish,America/Chicago,29.99,-90.17
33327,Fort Lauderdale,FL,Broward County,America/New_York,26.11,-80.39
85142,Queen Creek,AZ,Maricopa County,America/Phoenix,33.16,-111.59
92705,Santa Ana,CA,Orange County,America/Los_Angeles,33.76,-117.79
28605,Blowing Rock,NC,Watauga County,America/New_York,36.12,-81.67
30060,Marietta,GA,Cobb County,America/New_York,33.95,-84.54
33024,Hollywood,FL,Broward County,America/New_York,26.02,-80.16
70764,Plaquemine,LA,Iberville Parish,America/Chicago,30.28,-91.24
80110,Englewood,CO,Arapahoe County,America/Denver,39.64,-104.99
85018,Phoenix,AZ,Maricopa County,America/Phoenix,33.5,-111.98
97045,Oregon City,OR,Clackamas County,America/Los_Angeles,45.32,-122.52
28079,Indian Trail,NC,Union County,America/New_York,35.07,-80.67
45404,Dayton,OH,Montgomery County,America/New_York,39.77,-84.19
92808,Anaheim,CA,Orange County,America/Los_Angeles,33.84,-117.73
16201,Kittanning,PA,Armstrong County,America/New_York,40.82,-79.52
55345,Minnetonka,MN,Hennepin County,America/Chicago,44.93,-93.46
30092,Norcross,GA,Gwinnett County,America/New_York,33.94,-84.2
78676,Wimberley,TX,Hays County,America/Chicago,29.99,-98.1
74105,Tulsa,OK,Tulsa County,America/Chicago,36.12,-95.91
45140,Loveland,OH,Clermont County,America/New_York,39.26,-84.27
22310,Alexandria,VA,Fairfax County,America/New_York,38.82,-77.08
48357,Highland,MI,Oakland County,America/Detroit,42.63,-83.61
32811,Orlando,FL,Orange County,America/New_York,28.5,-81.37
92130,San Diego,CA,San Diego County,America/Los_Angeles,32.95,-117.19
33411,West Palm Beach,FL,Palm Beach County,America/New_York,26.74,-80.12
30340,Atlanta,GA,Dekalb County,America/New_York,33.89,-84.25
91739,Rancho Cucamonga,CA,San Bernardino County,America/Los_Angeles,34.14,-117.51
66103,Kansas City,KS,Wyandotte County,America/Chicago,39.1,-94.62
13045,Cortland,NY,Cortland County,America/New_York,42.6,-76.18
45039,Maineville,OH,Warren County,America/New_York,39.31,-84.22
50428,Clear Lake,IA,Cerro Gordo County,America/Chicago,43.13,-93.37
11235,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
20109,Manassas,VA,Prince William County,America/New_York,38.74,-77.48
98168,Seattle,WA,King County,America/Los_Angeles,47.48,-122.29
11385,Ridgewood,NY,Queens County,America/New_York,40.7,-73.89
78355,Falfurrias,TX,Brooks County,America/Chicago,27.22,-98.14
11803,Plainview,NY,Nassau County,America/New_York,40.78,-73.47
20190,Reston,VA,Fairfax County,America/New_York,38.95,-77.34
85286,Chandler,AZ,Maricopa County,America/Phoenix,33.27,-111.82
80424,Breckenridge,CO,Summit County,America/Denver,39.5,-106.04
84770,Saint George,UT,Washington County,America/Denver,37.18,-113.6
76444,De Leon,TX,Comanche County,America/Chicago,32.11,-98.53
32301,Tallahassee,FL,Leon County,America/New_York,30.45,-84.28
76537,Jarrell,TX,Williamson County,America/Chicago,30.81,-97.6
98027,Issaquah,WA,King County,America/Los_Angeles,47.5,-122
44095,Eastlake,OH,Lake County,America/New_York,41.65,-81.43
85323,Avondale,AZ,Maricopa County,America/Phoenix,33.44,-112.31
52245,Iowa City,IA,Johnson County,America/Chicago,41.65,-91.53
31522,Saint Simons Island,GA,Glynn County,America/New_York,31.21,-81.37
30601,Athens,GA,Clarke County,America/New_York,33.95,-83.39
92660,Newport Beach,CA,Orange County,America/Los_Angeles,33.62,-117.87
90007,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.02,-118.28
20147,Ashburn,VA,Loudoun County,America/New_York,39.04,-77.48
18465,Thompson,PA,Susquehanna County,America/New_York,41.86,-75.51
14215,Buffalo,NY,Erie County,America/New_York,42.88,-78.85
75207,Dallas,TX,Dallas County,America/Chicago,32.79,-96.76
74127,Tulsa,OK,Tulsa County,America/Chicago,36.12,-95.91
95051,Santa Clara,CA,Santa Clara County,America/Los_Angeles,37.35,-121.98
27546,Lillington,NC,Harnett County,America/New_York,35.39,-78.81
55783,Sturgeon Lake,MN,Pine County,America/Chicago,46.38,-92.82
93291,Visalia,CA,Tulare County,America/Los_Angeles,36.4,-119.38
62859,Mc Leansboro,IL,Hamilton County,America/Chicago,38.09,-88.53
19382,West Chester,PA,Chester County,America/New_York,39.95,-75.6
60173,Schaumburg,IL,Cook County,America/Chicago,42.03,-88.08
97301,Salem,OR,Marion County,America/Los_Angeles,44.9,-122.92
52302,Marion,IA,Linn County,America/Chicago,42.03,-91.58
80027,Louisville,CO,Boulder County,America/Denver,39.96,-105.14
80021,Broomfield,CO,Jefferson County,America/Denver,39.94,-105.06
33019,Hollywood,FL,Broward County,America/New_York,26.02,-80.16
36111,Montgomery,AL,Montgomery County,America/Chicago,32.35,-86.28
92504,Riverside,CA,Riverside County,America/Los_Angeles,33.9,-117.4
14221,Buffalo,NY,Erie County,America/New_York,42.88,-78.85
93950,Pacific Grove,CA,Monterey County,America/Los_Angeles,36.61,-121.92
60441,Lockport,IL,Will County,America/Chicago,41.58,-88.04
30308,Atlanta,GA,Fulton County,America/New_York,33.77,-84.37
63102,Saint Louis,MO,St Louis City,America/Chicago,38.63,-90.24
34285,Venice,FL,Sarasota County,America/New_York,27.09,-82.43
48192,Wyandotte,MI,Wayne County,America/Detroit,42.21,-83.15
95121,San Jose,CA,Santa Clara County,America/Los_Angeles,37.3,-121.8
30328,Atlanta,GA,Fulton County,America/New_York,33.93,-84.38
78660,Pflugerville,TX,Travis County,America/Chicago,30.44,-97.62
90021,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.03,-118.24
75006,Carrollton,TX,Dallas County,America/Chicago,32.98,-96.89
60632,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
33607,Tampa,FL,Hillsborough County,America/New_York,27.95,-82.48
21061,Glen Burnie,MD,Anne Arundel County,America/New_York,39.16,-76.6
95833,Sacramento,CA,Sacramento County,America/Los_Angeles,38.61,-121.49
20155,Gainesville,VA,Prince William County,America/New_York,38.79,-77.61
19971,Rehoboth Beach,DE,Sussex County,America/New_York,38.7,-75.09
45251,Cincinnati,OH,Hamilton County,America/New_York,39.09,-84.51
60517,Woodridge,IL,Dupage County,America/Chicago,41.73,-88.04
28217,Charlotte,NC,Mecklenburg County,America/New_York,35.19,-80.83
19406,King Of Prussia,PA,Montgomery County,America/New_York,40.09,-75.38
70170,New Orleans,LA,Orleans Parish,America/Chicago,30.06,-89.93
10024,New York,NY,New York County,America/New_York,40.71,-73.99
48126,Dearborn,MI,Wayne County,America/Detroit,42.31,-83.21
55423,Minneapolis,MN,Hennepin County,America/Chicago,44.96,-93.26
91733,South El Monte,CA,Los Angeles County,America/Los_Angeles,34.04,-118.04
75904,Lufkin,TX,Angelina County,America/Chicago,31.33,-94.72
17101,Harrisburg,PA,Dauphin County,America/New_York,40.27,-76.88
11003,Elmont,NY,Nassau County,America/New_York,40.7,-73.7
98109,Seattle,WA,King County,America/Los_Angeles,47.63,-122.34
78703,Austin,TX,Travis County,America/Chicago,30.26,-97.74
67209,Wichita,KS,Sedgwick County,America/Chicago,37.68,-97.34
98277,Oak Harbor,WA,Island County,America/Los_Angeles,48.32,-122.63
75019,Coppell,TX,Dallas County,America/Chicago,32.96,-96.99
79762,Odessa,TX,Ector County,America/Chicago,31.85,-102.36
53005,Brookfield,WI,Waukesha County,America/Chicago,43.06,-88.11
20004,Washington,DC,District of Columbia,America/New_York,38.89,-77.03
27701,Durham,NC,Durham County,America/New_York,35.98,-78.91
49712,Boyne City,MI,Charlevoix County,America/Detroit,45.21,-85.01
10977,Spring Valley,NY,Rockland County,America/New_York,41.11,-74.04
24007,Roanoke,VA,Roanoke City,America/New_York,37.27,-79.95
77033,Houston,TX,Harris County,America/Chicago,29.76,-95.38
77071,Houston,TX,Harris County,America/Chicago,29.76,-95.38
46260,Indianapolis,IN,Marion County,America/Indiana/Indianapolis,39.77,-86.14
81601,Glenwood Springs,CO,Garfield County,America/Denver,39.54,-107.33
29212,Columbia,SC,Lexington County,America/New_York,34,-81.03
78628,Georgetown,TX,Williamson County,America/Chicago,30.64,-97.68
92503,Riverside,CA,Riverside County,America/Los_Angeles,33.89,-117.44
17509,Christiana,PA,Lancaster County,America/New_York,39.95,-75.99
73157,Oklahoma City,OK,Oklahoma County,America/Chicago,35.46,-97.51
78756,Austin,TX,Travis County,America/Chicago,30.26,-97.74
76088,Weatherford,TX,Parker County,America/Chicago,32.75,-97.77
28202,Charlotte,NC,Mecklenburg County,America/New_York,35.19,-80.83
11211,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
94930,Fairfax,CA,Marin County,America/Los_Angeles,37.98,-122.6
94121,San Francisco,CA,San Francisco County,America/Los_Angeles,37.77,-122.49
50266,West Des Moines,IA,Dallas County,America/Chicago,41.57,-93.75
98122,Seattle,WA,King County,America/Los_Angeles,47.61,-122.3
11788,Hauppauge,NY,Suffolk County,America/New_York,40.82,-73.21
11361,Bayside,NY,Queens County,America/New_York,40.76,-73.77
80220,Denver,CO,Denver County,America/Denver,39.76,-104.87
30341,Atlanta,GA,Dekalb County,America/New_York,33.9,-84.3
39111,Magee,MS,Simpson County,America/Chicago,31.87,-89.73
53704,Madison,WI,Dane County,America/Chicago,43.07,-89.38
79901,El Paso,TX,El Paso County,America/Denver,31.84,-106.43
95212,Stockton,CA,San Joaquin County,America/Los_Angeles,38.04,-121.2
14207,Buffalo,NY,Erie County,America/New_York,42.88,-78.85
48236,Grosse Pointe,MI,Wayne County,America/Detroit,42.38,-82.91
77056,Houston,TX,Harris County,America/Chicago,29.76,-95.38
19428,Conshohocken,PA,Montgomery County,America/New_York,40.07,-75.3
92807,Anaheim,CA,Orange County,America/Los_Angeles,33.85,-117.79
98116,Seattle,WA,King County,America/Los_Angeles,47.57,-122.4
33166,Miami,FL,Miami-Dade County,America/New_York,25.82,-80.3
39201,Jackson,MS,Hinds County,America/Chicago,32.32,-90.2
25262,Millwood,WV,Jackson County,America/New_York,38.9,-81.81
30317,Atlanta,GA,Dekalb County,America/New_York,33.74,-84.31
82701,Newcastle,WY,Weston County,America/Denver,43.84,-104.21
39074,Forest,MS,Scott County,America/Chicago,32.35,-89.47
11716,Bohemia,NY,Suffolk County,America/New_York,40.77,-73.12
27709,Durham,NC,Durham County,America/New_York,35.98,-78.91
92663,Newport Beach,CA,Orange County,America/Los_Angeles,33.62,-117.93
10006,New York,NY,New York County,America/New_York,40.71,-73.99
34112,Naples,FL,Collier County,America/New_York,26.14,-81.79
60601,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
11215,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
53405,Racine,WI,Racine County,America/Chicago,42.72,-87.8
37064,Franklin,TN,Williamson County,America/Chicago,35.92,-86.84
60618,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
59711,Anaconda,MT,Deer Lodge County,America/Denver,46.12,-112.97
54401,Wausau,WI,Marathon County,America/Chicago,44.96,-89.64
60616,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
10968,Piermont,NY,Rockland County,America/New_York,41.03,-73.91
97220,Portland,OR,Multnomah County,America/Los_Angeles,45.55,-122.56
10306,Staten Island,NY,Richmond County,America/New_York,40.58,-74.14
60647,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
29501,Florence,SC,Florence County,America/New_York,34.18,-79.78
77713,Beaumont,TX,Jefferson County,America/Chicago,30.08,-94.14
33315,Fort Lauderdale,FL,Broward County,America/New_York,26.14,-80.13
17112,Harrisburg,PA,Dauphin County,America/New_York,40.27,-76.88
89113,Las Vegas,NV,Clark County,America/Los_Angeles,36.06,-115.27
89148,Las Vegas,NV,Clark County,America/Los_Angeles,36.06,-115.31
23139,Powhatan,VA,Powhatan County,America/New_York,37.54,-77.92
21671,Tilghman,MD,Talbot County,America/New_York,38.69,-76.33
11725,Commack,NY,Suffolk County,America/New_York,40.84,-73.28
38104,Memphis,TN,Shelby County,America/Chicago,35.1,-90
61820,Champaign,IL,Champaign County,America/Chicago,40.11,-88.26
48084,Troy,MI,Oakland County,America/Detroit,42.58,-83.14
46312,East Chicago,IN,Lake County,America/Indiana/Indianapolis,41.64,-87.45
12205,Albany,NY,Albany County,America/New_York,42.66,-73.79
95030,Los Gatos,CA,Santa Clara County,America/Los_Angeles,37.22,-121.99
29577,Myrtle Beach,SC,Horry County,America/New_York,33.69,-78.89
53007,Butler,WI,Waukesha County,America/Chicago,43.1,-88.07
16509,Erie,PA,Erie County,America/New_York,42.12,-80.08
46402,Gary,IN,Lake County,America/Indiana/Indianapolis,41.59,-87.34
46375,Schererville,IN,Lake County,America/Indiana/Indianapolis,41.48,-87.44
50843,Cumberland,IA,Cass County,America/Chicago,41.27,-94.86
75062,Irving,TX,Dallas County,America/Chicago,32.85,-96.96
69361,Scottsbluff,NE,Scotts Bluff County,America/Denver,41.86,-103.66
75081,Richardson,TX,Dallas County,America/Chicago,32.97,-96.7
43081,Westerville,OH,Franklin County,America/New_York,40.12,-82.91
94010,Burlingame,CA,San Mateo County,America/Los_Angeles,37.56,-122.37
72223,Little Rock,AR,Pulaski County,America/Chicago,34.72,-92.35
37066,Gallatin,TN,Sumner County,America/Chicago,36.37,-86.45
34209,Bradenton,FL,Manatee County,America/New_York,27.48,-82.57
40202,Louisville,KY,Jefferson County,America/Kentucky/Louisville,38.22,-85.74
91502,Burbank,CA,Los Angeles County,America/Los_Angeles,34.17,-118.31
11368,Corona,NY,Queens County,America/New_York,40.74,-73.85
48876,Potterville,MI,Eaton County,America/Detroit,42.62,-84.74
21228,Catonsville,MD,Baltimore County,America/New_York,39.26,-76.74
50201,Nevada,IA,Story County,America/Chicago,42.01,-93.45
48197,Ypsilanti,MI,Washtenaw County,America/Detroit,42.24,-83.62
83815,Coeur D Alene,ID,Kootenai County,America/Los_Angeles,47.72,-116.75
45342,Miamisburg,OH,Montgomery County,America/New_York,39.63,-84.27
90701,Artesia,CA,Los Angeles County,America/Los_Angeles,33.86,-118.08
93702,Fresno,CA,Fresno County,America/Los_Angeles,36.74,-119.75
85024,Phoenix,AZ,Maricopa County,America/Phoenix,33.68,-112.04
91602,North Hollywood,CA,Los Angeles County,America/Los_Angeles,34.15,-118.36
32714,Altamonte Springs,FL,Seminole County,America/New_York,28.66,-81.39
23230,Richmond,VA,Henrico County,America/New_York,37.55,-77.46
38826,Belden,MS,Lee County,America/Chicago,34.27,-88.82
43055,Newark,OH,Licking County,America/New_York,40.06,-82.42
21093,Lutherville Timonium,MD,Baltimore County,America/New_York,39.43,-76.64
92507,Riverside,CA,Riverside County,America/Los_Angeles,33.96,-117.31
33405,West Palm Beach,FL,Palm Beach County,America/New_York,26.74,-80.12
48009,Birmingham,MI,Oakland County,America/Detroit,42.54,-83.21
55430,Minneapolis,MN,Hennepin County,America/Chicago,44.96,-93.26
91761,Ontario,CA,San Bernardino County,America/Los_Angeles,34.02,-117.58
80207,Denver,CO,Denver County,America/Denver,39.76,-104.87
78596,Weslaco,TX,Hidalgo County,America/Chicago,26.16,-97.98
70115,New Orleans,LA,Orleans Parish,America/Chicago,30.06,-89.93
24551,Forest,VA,Bedford County,America/New_York,37.37,-79.27
91606,North Hollywood,CA,Los Angeles County,America/Los_Angeles,34.18,-118.39
91304,Canoga Park,CA,Los Angeles County,America/Los_Angeles,34.22,-118.59
35476,Northport,AL,Tuscaloosa County,America/Chicago,33.24,-87.59
91020,Montrose,CA,Los Angeles County,America/Los_Angeles,34.21,-118.23
35951,Albertville,AL,Marshall County,America/Chicago,34.26,-86.2
14059,Elma,NY,Erie County,America/New_York,42.83,-78.63
89109,Las Vegas,NV,Clark County,America/Los_Angeles,36.11,-115.12
17102,Harrisburg,PA,Dauphin County,America/New_York,40.27,-76.88
44512,Youngstown,OH,Mahoning County,America/New_York,41.09,-80.64
14227,Buffalo,NY,Erie County,America/New_York,42.88,-78.85
33401,West Palm Beach,FL,Palm Beach County,America/New_York,26.74,-80.12
91505,Burbank,CA,Los Angeles County,America/Los_Angeles,34.17,-118.34
90640,Montebello,CA,Los Angeles County,America/Los_Angeles,34,-118.1
10468,Bronx,NY,Bronx County,America/New_York,40.84,-73.87
44628,Glenmont,OH,Holmes County,America/New_York,40.51,-82.09
14228,Buffalo,NY,Erie County,America/New_York,42.88,-78.85
33141,Miami Beach,FL,Miami-Dade County,America/New_York,25.77,-80.2
11237,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
92014,Del Mar,CA,San Diego County,America/Los_Angeles,32.96,-117.25
90731,San Pedro,CA,Los Angeles County,America/Los_Angeles,33.73,-118.29
95492,Windsor,CA,Sonoma County,America/Los_Angeles,38.53,-122.81
85020,Phoenix,AZ,Maricopa County,America/Phoenix,33.57,-112.05
34747,Kissimmee,FL,Osceola County,America/New_York,28.3,-81.41
33602,Tampa,FL,Hillsborough County,America/New_York,27.95,-82.48
80290,Denver,CO,Denver County,America/Denver,39.76,-104.87
77494,Katy,TX,Fort Bend County,America/Chicago,29.79,-95.82
77479,Sugar Land,TX,Fort Bend County,America/Chicago,29.61,-95.61
90404,Santa Monica,CA,Los Angeles County,America/Los_Angeles,34.02,-118.47
72802,Russellville,AR,Pope County,America/Chicago,35.27,-93.14
92651,Laguna Beach,CA,Orange County,America/Los_Angeles,33.55,-117.78
90024,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.06,-118.43
70117,New Orleans,LA,Orleans Parish,America/Chicago,30.06,-89.93
39402,Hattiesburg,MS,Lamar County,America/Chicago,31.31,-89.3
78722,Austin,TX,Travis County,America/Chicago,30.26,-97.74
10704,Yonkers,NY,Westchester County,America/New_York,40.94,-73.86
64105,Kansas City,MO,Jackson County,America/Chicago,39.09,-94.58
94940,Marshall,CA,Marin County,America/Los_Angeles,38.16,-122.84
16066,Cranberry Twp,PA,Butler County,America/New_York,40.71,-80.1
19047,Langhorne,PA,Bucks County,America/New_York,40.17,-74.91
77339,Kingwood,TX,Harris County,America/Chicago,29.99,-95.26
10474,Bronx,NY,Bronx County,America/New_York,40.84,-73.87
14580,Webster,NY,Monroe County,America/New_York,43.21,-77.42
60438,Lansing,IL,Cook County,America/Chicago,41.56,-87.54
77005,Houston,TX,Harris County,America/Chicago,29.76,-95.38
90274,Palos Verdes Peninsula,CA,Los Angeles County,America/Los_Angeles,33.77,-118.34
10463,Bronx,NY,Bronx County,America/New_York,40.84,-73.87
91321,Newhall,CA,Los Angeles County,America/Los_Angeles,34.36,-118.47
66047,Lawrence,KS,Douglas County,America/Chicago,38.96,-95.25
22202,Arlington,VA,Arlington County,America/New_York,38.87,-77.1
85085,Phoenix,AZ,Maricopa County,America/Phoenix,33.75,-112.14
46074,Westfield,IN,Hamilton County,America/Indiana/Indianapolis,40.04,-86.13
77338,Humble,TX,Harris County,America/Chicago,29.99,-95.26
33175,Miami,FL,Miami-Dade County,America/New_York,25.77,-80.2
83301,Twin Falls,ID,Twin Falls County,America/Boise,42.41,-114.59
64068,Liberty,MO,Clay County,America/Chicago,39.24,-94.41
91361,Westlake Village,CA,Ventura County,America/Los_Angeles,34.14,-118.89
33027,Hollywood,FL,Broward County,America/New_York,26.02,-80.16
75146,Lancaster,TX,Dallas County,America/Chicago,32.59,-96.78
94107,San Francisco,CA,San Francisco County,America/Los_Angeles,37.76,-122.39
77536,Deer Park,TX,Harris County,America/Chicago,29.69,-95.11
85268,Fountain Hills,AZ,Maricopa County,America/Phoenix,33.6,-111.74
87114,Albuquerque,NM,Bernalillo County,America/Denver,35.11,-106.62
86004,Flagstaff,AZ,Coconino County,America/Phoenix,35.29,-111.32
11692,Arverne,NY,Queens County,America/New_York,40.59,-73.79
30082,Smyrna,GA,Cobb County,America/New_York,33.86,-84.51
64076,Odessa,MO,Lafayette County,America/Chicago,38.99,-93.95
80501,Longmont,CO,Boulder County,America/Denver,40.17,-105.11
77096,Houston,TX,Harris County,America/Chicago,29.76,-95.38
92586,Sun City,CA,Riverside County,America/Los_Angeles,33.7,-117.19
83642,Meridian,ID,Ada County,America/Boise,43.59,-116.42
92865,Orange,CA,Orange County,America/Los_Angeles,33.83,-117.85
94546,Castro Valley,CA,Alameda County,America/Los_Angeles,37.7,-122.08
61036,Galena,IL,Jo Daviess County,America/Chicago,42.42,-90.42
91765,Diamond Bar,CA,Los Angeles County,America/Los_Angeles,33.99,-117.81
91723,Covina,CA,Los Angeles County,America/Los_Angeles,34.08,-117.88
46806,Fort Wayne,IN,Allen County,America/Indiana/Indianapolis,41.07,-85.13
21060,Glen Burnie,MD,Anne Arundel County,America/New_York,39.16,-76.6
11976,Water Mill,NY,Suffolk County,America/New_York,40.92,-72.34
64120,Kansas City,MO,Jackson County,America/Chicago,39.09,-94.58
92587,Sun City,CA,Riverside County,America/Los_Angeles,33.69,-117.24
89107,Las Vegas,NV,Clark County,America/Los_Angeles,36.17,-115.2
11234,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
35811,Huntsville,AL,Madison County,America/Chicago,34.7,-86.62
89139,Las Vegas,NV,Clark County,America/Los_Angeles,36.03,-115.21
93703,Fresno,CA,Fresno County,America/Los_Angeles,36.76,-119.76
77493,Katy,TX,Harris County,America/Chicago,29.79,-95.82
34953,Port Saint Lucie,FL,St Lucie County,America/New_York,27.27,-80.35
33433,Boca Raton,FL,Palm Beach County,America/New_York,26.37,-80.1
37922,Knoxville,TN,Knox County,America/New_York,35.97,-83.94
70065,Kenner,LA,Jefferson Parish,America/Chicago,29.99,-90.24
33767,Clearwater Beach,FL,Pinellas County,America/New_York,27.98,-82.82
54494,Wisconsin Rapids,WI,Wood County,America/Chicago,44.39,-89.83
76201,Denton,TX,Denton County,America/Chicago,33.21,-97.13
48220,Ferndale,MI,Oakland County,America/Detroit,42.45,-83.13
10458,Bronx,NY,Bronx County,America/New_York,40.84,-73.87
19125,Philadelphia,PA,Philadelphia County,America/New_York,39.95,-75.16
90071,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.05,-118.25
90740,Seal Beach,CA,Orange County,America/Los_Angeles,33.75,-118.07
22201,Arlington,VA,Arlington County,America/New_York,38.87,-77.1
90245,El Segundo,CA,Los Angeles County,America/Los_Angeles,33.91,-118.4
77019,Houston,TX,Harris County,America/Chicago,29.76,-95.38
11220,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
48114,Brighton,MI,Livingston County,America/Detroit,42.53,-83.78
77379,Spring,TX,Harris County,America/Chicago,30.06,-95.38
77318,Willis,TX,Montgomery County,America/Chicago,30.42,-95.47
78526,Brownsville,TX,Cameron County,America/Chicago,25.92,-97.48
10538,Larchmont,NY,Westchester County,America/New_York,40.92,-73.75
92374,Redlands,CA,San Bernardino County,America/Los_Angeles,34.06,-117.17
90058,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34,-118.21
80206,Denver,CO,Denver County,America/Denver,39.76,-104.87
91311,Chatsworth,CA,Los Angeles County,America/Los_Angeles,34.28,-118.61
32935,Melbourne,FL,Brevard County,America/New_York,28.08,-80.6
